,Fighter,Head,Body,Leg,Distance,Clinch,Ground,Event
2544,Pannie Kianzad Macy Chiasson,10 of 27  11 of 31,9 of 12  12 of 18,0 of 0  1 of 1,8 of 23  12 of 28,11 of 16  10 of 18,0 of 0  2 of 4,The Ultimate Fighter: Heavy Hitters Finale
2545,Pedro Munhoz Bryan Caraway,24 of 45  18 of 46,2 of 2  1 of 1,9 of 11  1 of 1,27 of 47  20 of 45,4 of 7  0 of 3,4 of 4  0 of 0,The Ultimate Fighter: Heavy Hitters Finale
2546,Darren Stewart Edmen Shahbazyan,29 of 63  12 of 25,4 of 6  6 of 8,1 of 2  4 of 4,11 of 40  10 of 21,12 of 16  11 of 15,11 of 15  1 of 1,The Ultimate Fighter: Heavy Hitters Finale
2547,Ji Yeon Kim Antonina Shevchenko,18 of 113  41 of 101,5 of 5  18 of 26,10 of 10  7 of 7,26 of 116  46 of 106,7 of 12  14 of 19,0 of 0  6 of 9,The Ultimate Fighter: Heavy Hitters Finale
2548,Ricky Glenn Kevin Aguilar,50 of 149  47 of 124,11 of 22  33 of 38,13 of 16  6 of 6,63 of 171  62 of 134,11 of 15  11 of 18,0 of 1  13 of 16,The Ultimate Fighter: Heavy Hitters Finale
2549,Joseph Benavidez Alex Perez,20 of 48  5 of 21,11 of 17  7 of 9,4 of 7  2 of 2,19 of 50  9 of 27,1 of 2  5 of 5,15 of 20  0 of 0,The Ultimate Fighter: Heavy Hitters Finale
2550,Maurice Greene Michel Batista,6 of 11  0 of 0,1 of 2  0 of 0,2 of 2  0 of 0,4 of 10  0 of 0,5 of 5  0 of 0,0 of 0  0 of 0,The Ultimate Fighter: Heavy Hitters Finale
2551,Julija Stoliarenko Leah Letson,39 of 126  40 of 137,7 of 14  19 of 26,11 of 18  14 of 16,50 of 149  66 of 169,5 of 7  6 of 9,2 of 2  1 of 1,The Ultimate Fighter: Heavy Hitters Finale
2552,Roosevelt Roberts Darrell Horcher,10 of 28  5 of 25,4 of 5  5 of 7,2 of 2  0 of 1,15 of 33  8 of 31,1 of 2  2 of 2,0 of 0  0 of 0,The Ultimate Fighter: Heavy Hitters Finale
2553,Tim Means Ricky Rainey,17 of 30  6 of 11,1 of 1  0 of 1,1 of 1  0 of 0,5 of 14  6 of 12,0 of 0  0 of 0,14 of 18  0 of 0,The Ultimate Fighter: Heavy Hitters Finale
2554,Raoni Barcelos Chris Gutierrez,33 of 60  9 of 25,0 of 0  0 of 4,2 of 3  17 of 23,3 of 22  23 of 48,0 of 0  0 of 0,32 of 41  3 of 4,The Ultimate Fighter: Heavy Hitters Finale
2555,Curtis Blaydes Francis Ngannou,1 of 7  11 of 15,0 of 0  1 of 1,0 of 1  1 of 1,1 of 8  3 of 6,0 of 0  5 of 5,0 of 0  5 of 6,UFC Fight Night: Blaydes vs. Ngannou 2
2556,Alistair Overeem Sergei Pavlovich,13 of 16  9 of 25,8 of 9  3 of 6,1 of 1  1 of 1,3 of 5  8 of 22,7 of 7  5 of 10,12 of 14  0 of 0,UFC Fight Night: Blaydes vs. Ngannou 2
2557,Song Yadong Vince Morales,55 of 138  52 of 167,13 of 18  14 of 22,11 of 16  8 of 12,74 of 165  67 of 190,2 of 2  6 of 8,3 of 5  1 of 3,UFC Fight Night: Blaydes vs. Ngannou 2
2558,Li Jingliang David Zawada,59 of 183  52 of 159,10 of 11  19 of 23,20 of 28  2 of 2,81 of 204  63 of 162,3 of 12  10 of 20,5 of 6  0 of 2,UFC Fight Night: Blaydes vs. Ngannou 2
2559,Song Kenan Alex Morono,36 of 108  74 of 178,13 of 26  14 of 21,12 of 18  10 of 13,53 of 141  90 of 196,8 of 11  8 of 16,0 of 0  0 of 0,UFC Fight Night: Blaydes vs. Ngannou 2
2560,Wu Yanan Lauren Mueller,8 of 22  9 of 31,1 of 4  7 of 10,9 of 10  1 of 2,15 of 32  12 of 35,3 of 4  4 of 5,0 of 0  1 of 3,UFC Fight Night: Blaydes vs. Ngannou 2
2561,Hu Yaozong Rashad Coulter,33 of 99  80 of 139,24 of 29  12 of 12,35 of 46  6 of 6,70 of 141  69 of 121,22 of 33  27 of 33,0 of 0  2 of 3,UFC Fight Night: Blaydes vs. Ngannou 2
2562,Zhang Weili Jessica Aguilar,36 of 48  0 of 2,7 of 8  8 of 9,2 of 2  1 of 1,3 of 9  0 of 2,3 of 3  9 of 10,39 of 46  0 of 0,UFC Fight Night: Blaydes vs. Ngannou 2
2563,Pingyuan Liu Martin Day,41 of 111  54 of 120,9 of 17  38 of 56,5 of 5  8 of 8,47 of 118  82 of 164,4 of 8  4 of 4,4 of 7  14 of 16,UFC Fight Night: Blaydes vs. Ngannou 2
2564,Yan Xiaonan Syuri Kondo,115 of 276  60 of 181,9 of 13  12 of 25,26 of 42  14 of 15,146 of 324  82 of 210,4 of 7  4 of 11,0 of 0  0 of 0,UFC Fight Night: Blaydes vs. Ngannou 2
2565,Kevin Holland John Phillips,74 of 127  21 of 108,33 of 42  16 of 29,16 of 18  14 of 17,95 of 153  43 of 132,11 of 12  7 of 16,17 of 22  1 of 6,UFC Fight Night: Blaydes vs. Ngannou 2
2566,Sumudaerji Louis Smolka,18 of 29  30 of 58,0 of 1  2 of 4,0 of 0  0 of 0,4 of 12  1 of 9,0 of 1  2 of 2,14 of 17  29 of 51,UFC Fight Night: Blaydes vs. Ngannou 2
2567,Neil Magny Santiago Ponzinibbio,51 of 219  51 of 144,9 of 14  7 of 10,12 of 18  21 of 23,70 of 245  74 of 172,0 of 2  2 of 2,2 of 4  3 of 3,UFC Fight Night: Magny vs. Ponzinibbio
2568,Ricardo Lamas Darren Elkins,39 of 88  50 of 151,14 of 15  10 of 21,17 of 20  2 of 2,43 of 93  48 of 151,10 of 12  13 of 21,17 of 18  1 of 2,UFC Fight Night: Magny vs. Ponzinibbio
2569,Khalil Rountree Jr. Johnny Walker,3 of 7  7 of 8,0 of 0  1 of 1,1 of 2  2 of 2,1 of 5  5 of 6,3 of 4  3 of 3,0 of 0  2 of 2,UFC Fight Night: Magny vs. Ponzinibbio
2570,Cezar Ferreira Ian Heinisch,17 of 39  38 of 74,3 of 9  10 of 10,6 of 7  7 of 11,22 of 47  30 of 59,4 of 8  14 of 21,0 of 0  11 of 15,UFC Fight Night: Magny vs. Ponzinibbio
2571,Guido Cannetti Marlon Vera,11 of 25  13 of 18,8 of 10  10 of 14,5 of 7  1 of 3,8 of 23  3 of 10,8 of 11  17 of 19,8 of 8  4 of 6,UFC Fight Night: Magny vs. Ponzinibbio
2572,Cynthia Calvillo Poliana Botelho,7 of 15  1 of 11,11 of 14  1 of 4,4 of 12  4 of 5,9 of 25  5 of 16,2 of 2  0 of 3,11 of 14  1 of 1,UFC Fight Night: Magny vs. Ponzinibbio
2573,Michel Prazeres Bartosz Fabinski,18 of 23  0 of 4,0 of 0  0 of 0,0 of 0  1 of 1,3 of 5  1 of 5,1 of 2  0 of 0,14 of 16  0 of 0,UFC Fight Night: Magny vs. Ponzinibbio
2574,Alexandre Pantoja Yuta Sasaki,3 of 5  6 of 10,1 of 1  1 of 1,0 of 1  0 of 0,4 of 7  3 of 6,0 of 0  0 of 0,0 of 0  4 of 5,UFC Fight Night: Magny vs. Ponzinibbio
2575,Humberto Bandenay Austin Arnett,12 of 59  43 of 73,10 of 15  30 of 41,8 of 11  1 of 2,24 of 76  40 of 72,6 of 9  16 of 22,0 of 0  18 of 22,UFC Fight Night: Magny vs. Ponzinibbio
2576,Laureano Staropoli Hector Aldana,71 of 235  45 of 136,15 of 29  7 of 12,11 of 11  17 of 22,94 of 270  63 of 158,3 of 5  6 of 12,0 of 0  0 of 0,UFC Fight Night: Magny vs. Ponzinibbio
2577,Devin Powell Jesus Pinedo,18 of 78  35 of 103,15 of 28  16 of 25,25 of 33  9 of 14,50 of 113  38 of 106,7 of 14  7 of 8,1 of 12  15 of 28,UFC Fight Night: Magny vs. Ponzinibbio
2578,Nad Narimani Anderson Dos Santos,63 of 160  32 of 154,9 of 12  7 of 8,12 of 14  7 of 8,57 of 149  39 of 160,10 of 11  5 of 6,17 of 26  2 of 4,UFC Fight Night: Magny vs. Ponzinibbio
2579,Chan Sung Jung Yair Rodriguez,111 of 285  59 of 190,9 of 14  24 of 38,6 of 9  36 of 43,114 of 293  113 of 262,12 of 15  6 of 9,0 of 0  0 of 0,UFC Fight Night: Korean Zombie vs. Rodriguez
2580,Donald Cerrone Mike Perry,2 of 5  0 of 9,4 of 5  6 of 6,3 of 3  5 of 5,4 of 8  4 of 13,5 of 5  6 of 6,0 of 0  1 of 1,UFC Fight Night: Korean Zombie vs. Rodriguez
2581,Raquel Pennington Germaine de Randamie,4 of 55  17 of 73,11 of 17  17 of 24,9 of 12  8 of 10,13 of 71  25 of 84,11 of 13  17 of 23,0 of 0  0 of 0,UFC Fight Night: Korean Zombie vs. Rodriguez
2582,Beneil Dariush Thiago Moises,22 of 44  5 of 11,11 of 12  3 of 5,11 of 12  0 of 0,7 of 16  6 of 13,3 of 4  1 of 2,34 of 48  1 of 1,UFC Fight Night: Korean Zombie vs. Rodriguez
2583,Maycee Barber Hannah Cifers,46 of 73  10 of 32,16 of 18  19 of 24,6 of 6  12 of 13,20 of 38  17 of 41,25 of 27  24 of 28,23 of 32  0 of 0,UFC Fight Night: Korean Zombie vs. Rodriguez
2584,Michael Trizano Luis Pena,25 of 68  12 of 68,10 of 16  9 of 15,16 of 16  2 of 2,37 of 85  20 of 80,9 of 9  2 of 4,5 of 6  1 of 1,UFC Fight Night: Korean Zombie vs. Rodriguez
2585,Ashley Yoder Amanda Cooper,32 of 84  28 of 75,6 of 6  9 of 14,0 of 0  14 of 16,28 of 77  38 of 88,5 of 5  2 of 4,5 of 8  11 of 13,UFC Fight Night: Korean Zombie vs. Rodriguez
2586,Chas Skelly Bobby Moffett,26 of 55  13 of 47,3 of 4  1 of 2,1 of 1  6 of 7,15 of 44  18 of 51,15 of 16  1 of 4,0 of 0  1 of 1,UFC Fight Night: Korean Zombie vs. Rodriguez
2587,Chas Skelly Bobby Moffett,26 of 55  13 of 47,3 of 4  1 of 2,1 of 1  6 of 7,15 of 44  18 of 51,15 of 16  1 of 4,0 of 0  1 of 1,UFC Fight Night: Korean Zombie vs. Rodriguez
2588,Davi Ramos John Gunther,3 of 4  0 of 2,1 of 1  0 of 0,0 of 0  1 of 1,0 of 1  1 of 3,0 of 0  0 of 0,4 of 4  0 of 0,UFC Fight Night: Korean Zombie vs. Rodriguez
2589,Devonte Smith Julian Erosa,9 of 15  1 of 4,2 of 2  1 of 1,2 of 2  2 of 2,9 of 13  4 of 7,0 of 0  0 of 0,4 of 6  0 of 0,UFC Fight Night: Korean Zombie vs. Rodriguez
2590,Joseph Morales Eric Shelton,14 of 56  7 of 46,8 of 9  4 of 5,2 of 2  5 of 6,16 of 55  13 of 53,1 of 4  1 of 2,7 of 8  2 of 2,UFC Fight Night: Korean Zombie vs. Rodriguez
2591,Mark De La Rosa Joby Sanchez,34 of 131  45 of 111,13 of 14  9 of 12,19 of 22  1 of 1,53 of 145  51 of 117,13 of 22  4 of 7,0 of 0  0 of 0,UFC Fight Night: Korean Zombie vs. Rodriguez
2592,Daniel Cormier Derrick Lewis,16 of 22  2 of 9,2 of 2  1 of 3,1 of 1  1 of 1,4 of 6  4 of 13,1 of 1  0 of 0,14 of 18  0 of 0,UFC 230: Cormier vs. Lewis
2593,Chris Weidman Jacare Souza,52 of 171  42 of 89,14 of 20  24 of 31,2 of 2  8 of 12,61 of 182  57 of 109,7 of 11  15 of 21,0 of 0  2 of 2,UFC 230: Cormier vs. Lewis
2594,David Branch Jared Cannonier,8 of 21  22 of 52,0 of 1  2 of 2,2 of 3  2 of 2,8 of 21  5 of 28,1 of 1  11 of 14,1 of 3  10 of 14,UFC 230: Cormier vs. Lewis
2595,Karl Roberson Jack Marshman,24 of 58  12 of 80,6 of 8  3 of 5,4 of 5  6 of 13,24 of 57  19 of 95,5 of 7  2 of 3,5 of 7  0 of 0,UFC 230: Cormier vs. Lewis
2596,Derek Brunson Israel Adesanya,2 of 11  9 of 16,0 of 2  3 of 4,1 of 1  1 of 3,2 of 13  11 of 19,1 of 1  2 of 3,0 of 0  0 of 1,UFC 230: Cormier vs. Lewis
2597,Jason Knight Jordan Rinaldi,5 of 33  12 of 29,4 of 6  2 of 5,3 of 3  6 of 6,8 of 36  9 of 18,3 of 5  0 of 0,1 of 1  11 of 22,UFC 230: Cormier vs. Lewis
2598,Sijara Eubanks Roxanne Modafferi,44 of 157  27 of 118,9 of 14  0 of 1,4 of 4  1 of 1,44 of 151  28 of 120,3 of 4  0 of 0,10 of 20  0 of 0,UFC 230: Cormier vs. Lewis
2599,Julio Arce Sheymon Moraes,16 of 97  22 of 83,9 of 21  9 of 18,0 of 1  1 of 1,23 of 114  16 of 69,2 of 5  9 of 13,0 of 0  7 of 20,UFC 230: Cormier vs. Lewis
2600,Lyman Good Ben Saunders,10 of 16  2 of 8,2 of 3  10 of 15,2 of 3  0 of 0,2 of 9  5 of 12,9 of 10  7 of 11,3 of 3  0 of 0,UFC 230: Cormier vs. Lewis
2601,Matt Frevola Lando Vannata,43 of 134  38 of 124,10 of 26  16 of 24,13 of 16  13 of 16,59 of 165  62 of 154,7 of 11  3 of 7,0 of 0  2 of 3,UFC 230: Cormier vs. Lewis
2602,Matt Frevola Lando Vannata,43 of 134  38 of 124,10 of 26  16 of 24,13 of 16  13 of 16,59 of 165  62 of 154,7 of 11  3 of 7,0 of 0  2 of 3,UFC 230: Cormier vs. Lewis
2603,Shane Burgos Kurt Holobaugh,13 of 19  14 of 40,2 of 3  1 of 2,2 of 2  6 of 9,17 of 24  19 of 48,0 of 0  1 of 2,0 of 0  1 of 1,UFC 230: Cormier vs. Lewis
2604,Adam Wieczorek Marcos Rogerio de Lima,3 of 28  18 of 47,2 of 6  2 of 4,2 of 4  8 of 8,7 of 37  16 of 36,0 of 1  4 of 6,0 of 0  8 of 17,UFC 230: Cormier vs. Lewis
2605,Volkan Oezdemir Anthony Smith,48 of 114  41 of 88,10 of 12  16 of 23,19 of 22  6 of 6,45 of 101  48 of 98,9 of 16  14 of 18,23 of 31  1 of 1,UFC Fight Night: Oezdemir vs. Smith
2606,Michael Johnson Artem Lobov,46 of 147  29 of 141,35 of 51  12 of 18,18 of 21  26 of 30,98 of 216  66 of 186,0 of 1  1 of 3,1 of 2  0 of 0,UFC Fight Night: Oezdemir vs. Smith
2607,Misha Cirkunov Patrick Cummins,2 of 6  0 of 1,9 of 12  3 of 4,0 of 0  0 of 0,1 of 5  0 of 1,9 of 12  3 of 4,1 of 1  0 of 0,UFC Fight Night: Oezdemir vs. Smith
2608,Andre Soukhamthath Jonathan Martinez,29 of 85  36 of 67,42 of 45  27 of 33,8 of 8  8 of 11,30 of 73  24 of 59,45 of 60  18 of 19,4 of 5  29 of 33,UFC Fight Night: Oezdemir vs. Smith
2609,Gian Villante Ed Herman,69 of 201  63 of 190,8 of 12  7 of 17,4 of 4  14 of 16,81 of 216  83 of 218,0 of 1  1 of 3,0 of 0  0 of 2,UFC Fight Night: Oezdemir vs. Smith
2610,Alex Garcia Court McGee,17 of 50  32 of 65,4 of 4  9 of 13,6 of 6  10 of 10,14 of 41  24 of 53,10 of 13  1 of 6,3 of 6  26 of 29,UFC Fight Night: Oezdemir vs. Smith
2611,Nordine Taleb Sean Strickland,11 of 47  60 of 172,12 of 23  4 of 4,25 of 25  1 of 1,48 of 94  51 of 152,0 of 1  3 of 5,0 of 0  11 of 20,UFC Fight Night: Oezdemir vs. Smith
2612,Thibault Gouti Nasrat Haqparast,56 of 252  98 of 217,14 of 23  20 of 31,8 of 9  6 of 8,78 of 284  84 of 181,0 of 0  15 of 24,0 of 0  25 of 51,UFC Fight Night: Oezdemir vs. Smith
2613,Calvin Kattar Chris Fishgold,23 of 47  14 of 62,1 of 1  1 of 4,0 of 0  5 of 9,17 of 35  19 of 70,0 of 0  1 of 5,7 of 13  0 of 0,UFC Fight Night: Oezdemir vs. Smith
2614,Sarah Moras Talita Bernardo,36 of 92  36 of 78,1 of 3  9 of 9,0 of 0  15 of 15,26 of 79  49 of 90,3 of 6  3 of 3,8 of 10  8 of 9,UFC Fight Night: Oezdemir vs. Smith
2615,Te Edwards Don Madge,4 of 14  14 of 23,1 of 1  6 of 7,0 of 0  1 of 1,5 of 13  12 of 22,0 of 0  3 of 3,0 of 2  6 of 6,UFC Fight Night: Oezdemir vs. Smith
2616,Arjan Bhullar Marcelo Golm,40 of 76  17 of 57,4 of 4  10 of 13,3 of 4  16 of 17,26 of 55  34 of 77,12 of 18  9 of 10,9 of 11  0 of 0,UFC Fight Night: Oezdemir vs. Smith
2617,Stevie Ray Jessin Ayari,23 of 107  49 of 121,6 of 11  7 of 9,46 of 56  7 of 8,72 of 171  60 of 131,3 of 3  3 of 7,0 of 0  0 of 0,UFC Fight Night: Oezdemir vs. Smith
2618,Khabib Nurmagomedov Conor McGregor,58 of 105  34 of 60,11 of 13  16 of 19,1 of 1  1 of 2,24 of 53  35 of 65,1 of 3  10 of 10,45 of 63  6 of 6,UFC 229: Khabib vs. McGregor
2619,Tony Ferguson Anthony Pettis,66 of 131  32 of 80,21 of 32  9 of 13,27 of 31  4 of 6,106 of 181  38 of 90,4 of 7  2 of 3,4 of 6  5 of 6,UFC 229: Khabib vs. McGregor
2620,Ovince Saint Preux Dominick Reyes,23 of 52  48 of 87,9 of 12  21 of 28,6 of 7  25 of 27,37 of 69  67 of 111,1 of 2  27 of 31,0 of 0  0 of 0,UFC 229: Khabib vs. McGregor
2621,Derrick Lewis Alexander Volkov,31 of 61  78 of 122,6 of 7  29 of 33,2 of 2  14 of 16,21 of 47  88 of 129,1 of 3  20 of 29,17 of 20  13 of 13,UFC 229: Khabib vs. McGregor
2622,Michelle Waterson-Gomez Felice Herrig,47 of 73  15 of 51,26 of 29  26 of 36,3 of 5  10 of 13,16 of 41  19 of 60,34 of 38  30 of 37,26 of 28  2 of 3,UFC 229: Khabib vs. McGregor
2623,Sergio Pettis Jussier Formiga,23 of 86  17 of 36,3 of 5  0 of 0,4 of 6  1 of 1,30 of 93  16 of 34,0 of 0  0 of 1,0 of 4  2 of 2,UFC 229: Khabib vs. McGregor
2624,Vicente Luque Jalin Turner,25 of 48  25 of 50,2 of 2  5 of 6,14 of 14  1 of 2,31 of 51  31 of 58,2 of 4  0 of 0,8 of 9  0 of 0,UFC 229: Khabib vs. McGregor
2625,Aspen Ladd Tonya Evinger,43 of 66  2 of 7,7 of 7  6 of 7,0 of 0  1 of 2,3 of 12  3 of 9,7 of 9  6 of 7,40 of 52  0 of 0,UFC 229: Khabib vs. McGregor
2626,Scott Holtzman Alan Patrick,55 of 91  16 of 45,8 of 10  8 of 14,10 of 10  1 of 3,27 of 56  22 of 58,6 of 6  3 of 3,40 of 49  0 of 1,UFC 229: Khabib vs. McGregor
2627,Lina Lansberg Yana Santos,18 of 61  26 of 54,23 of 24  30 of 36,2 of 2  16 of 21,22 of 66  33 of 68,20 of 20  30 of 33,1 of 1  9 of 10,UFC 229: Khabib vs. McGregor
2628,Gray Maynard Nik Lentz,11 of 25  67 of 93,2 of 2  5 of 5,0 of 0  3 of 3,11 of 23  23 of 34,2 of 4  12 of 16,0 of 0  40 of 51,UFC 229: Khabib vs. McGregor
2629,Ryan LaFlare Anthony Rocco Martin,8 of 33  33 of 74,20 of 27  1 of 1,7 of 8  2 of 2,31 of 64  18 of 52,3 of 3  2 of 2,1 of 1  16 of 23,UFC 229: Khabib vs. McGregor
2630,Thiago Santos Eryk Anders,65 of 109  26 of 59,25 of 33  5 of 7,10 of 10  1 of 1,41 of 82  17 of 48,46 of 48  6 of 9,13 of 22  9 of 10,UFC Fight Night: Marreta vs. Anders
2631,Alex Oliveira Carlo Pedersoli Jr.,7 of 9  0 of 2,0 of 1  1 of 1,0 of 0  1 of 1,2 of 4  2 of 4,0 of 0  0 of 0,5 of 6  0 of 0,UFC Fight Night: Marreta vs. Anders
2632,Sam Alvey Rogerio Nogueira,20 of 67  20 of 44,2 of 2  5 of 7,12 of 13  1 of 1,32 of 79  20 of 42,2 of 3  4 of 7,0 of 0  2 of 3,UFC Fight Night: Marreta vs. Anders
2633,Renan Barao Andre Ewell,23 of 61  41 of 104,12 of 25  11 of 16,9 of 15  1 of 3,26 of 82  52 of 120,2 of 2  0 of 1,16 of 17  1 of 2,UFC Fight Night: Marreta vs. Anders
2634,Randa Markos Marina Rodriguez,44 of 111  26 of 99,3 of 4  13 of 18,1 of 1  21 of 25,26 of 86  45 of 122,11 of 18  15 of 20,11 of 12  0 of 0,UFC Fight Night: Marreta vs. Anders
2635,Randa Markos Marina Rodriguez,44 of 111  26 of 99,3 of 4  13 of 18,1 of 1  21 of 25,26 of 86  45 of 122,11 of 18  15 of 20,11 of 12  0 of 0,UFC Fight Night: Marreta vs. Anders
2636,Charles Oliveira Christos Giagos,13 of 35  13 of 65,7 of 14  3 of 12,8 of 11  2 of 3,25 of 55  16 of 76,1 of 3  1 of 3,2 of 2  1 of 1,UFC Fight Night: Marreta vs. Anders
2637,Francisco Trinaldo Evan Dunham,20 of 57  21 of 77,7 of 11  3 of 7,1 of 1  1 of 1,22 of 60  18 of 75,4 of 7  6 of 8,2 of 2  1 of 2,UFC Fight Night: Marreta vs. Anders
2638,Luis Henrique Ryan Spann,22 of 51  38 of 88,6 of 6  8 of 8,2 of 2  0 of 1,14 of 35  23 of 68,2 of 3  5 of 6,14 of 21  18 of 23,UFC Fight Night: Marreta vs. Anders
2639,Augusto Sakai Chase Sherman,81 of 169  37 of 120,21 of 35  24 of 36,9 of 14  18 of 22,69 of 167  73 of 165,30 of 38  6 of 13,12 of 13  0 of 0,UFC Fight Night: Marreta vs. Anders
2640,Sergio Moraes Ben Saunders,2 of 3  0 of 1,0 of 0  1 of 1,0 of 0  0 of 0,0 of 1  1 of 1,0 of 0  0 of 0,2 of 2  0 of 1,UFC Fight Night: Marreta vs. Anders
2641,Mayra Bueno Silva Gillian Robertson,9 of 30  10 of 17,2 of 2  1 of 1,0 of 0  0 of 0,5 of 22  2 of 8,0 of 1  1 of 1,6 of 9  8 of 9,UFC Fight Night: Marreta vs. Anders
2642,Thales Leites Hector Lombard,26 of 85  16 of 40,18 of 22  3 of 4,10 of 10  27 of 36,45 of 106  42 of 74,9 of 11  4 of 6,0 of 0  0 of 0,UFC Fight Night: Marreta vs. Anders
2643,Elizeu Zaleski dos Santos Luigi Vendramini,8 of 24  1 of 11,2 of 3  2 of 3,5 of 5  1 of 3,9 of 24  4 of 17,3 of 4  0 of 0,3 of 4  0 of 0,UFC Fight Night: Marreta vs. Anders
2644,Livinha Souza Alex Chambers,7 of 14  4 of 9,1 of 1  0 of 0,2 of 3  0 of 0,6 of 9  3 of 7,2 of 5  1 of 2,2 of 4  0 of 0,UFC Fight Night: Marreta vs. Anders
2645,Mark Hunt Aleksei Oleinik,2 of 20  2 of 22,0 of 2  0 of 0,4 of 5  1 of 4,6 of 27  3 of 26,0 of 0  0 of 0,0 of 0  0 of 0,UFC Fight Night: Hunt vs. Oleinik
2646,Jan Blachowicz Nikita Krylov,10 of 17  3 of 14,0 of 1  0 of 5,0 of 0  1 of 3,1 of 5  2 of 16,0 of 0  0 of 0,9 of 13  2 of 6,UFC Fight Night: Hunt vs. Oleinik
2647,Andrei Arlovski Shamil Abdurakhimov,8 of 45  19 of 50,6 of 9  9 of 16,4 of 4  4 of 4,9 of 39  12 of 41,6 of 13  6 of 11,3 of 6  14 of 18,UFC Fight Night: Hunt vs. Oleinik
2648,Aleksei Kunchenko Thiago Alves,32 of 133  19 of 116,5 of 8  11 of 22,7 of 12  26 of 37,40 of 141  56 of 173,4 of 12  0 of 2,0 of 0  0 of 0,UFC Fight Night: Hunt vs. Oleinik
2649,Khalid Murtazaliev CB Dollaway,33 of 53  1 of 12,11 of 12  2 of 6,4 of 4  1 of 1,8 of 12  4 of 18,3 of 3  0 of 1,37 of 54  0 of 0,UFC Fight Night: Hunt vs. Oleinik
2650,Petr Yan Jin Soo Son,87 of 216  51 of 203,10 of 13  4 of 13,3 of 3  3 of 4,73 of 195  47 of 201,20 of 29  7 of 13,7 of 8  4 of 6,UFC Fight Night: Hunt vs. Oleinik
2651,Rustam Khabilov Kajan Johnson,16 of 64  15 of 85,1 of 6  6 of 10,0 of 0  23 of 28,11 of 59  42 of 118,2 of 5  2 of 5,4 of 6  0 of 0,UFC Fight Night: Hunt vs. Oleinik
2652,Mairbek Taisumov Desmond Green,11 of 52  16 of 59,5 of 16  4 of 12,11 of 14  7 of 12,26 of 80  27 of 81,1 of 2  0 of 2,0 of 0  0 of 0,UFC Fight Night: Hunt vs. Oleinik
2653,Magomed Ankalaev Marcin Prachnio,10 of 25  1 of 15,1 of 1  0 of 3,1 of 1  2 of 4,8 of 21  3 of 22,2 of 4  0 of 0,2 of 2  0 of 0,UFC Fight Night: Hunt vs. Oleinik
2654,Adam Yandiev Jordan Johnson,0 of 9  33 of 52,0 of 2  1 of 2,1 of 1  1 of 1,1 of 10  3 of 15,0 of 2  2 of 2,0 of 0  30 of 38,UFC Fight Night: Hunt vs. Oleinik
2655,Ramazan Emeev Stefan Sekulic,22 of 64  6 of 34,12 of 17  3 of 9,2 of 3  13 of 15,17 of 58  19 of 52,12 of 17  3 of 6,7 of 9  0 of 0,UFC Fight Night: Hunt vs. Oleinik
2656,Merab Dvalishvili Terrion Ware,51 of 149  5 of 28,5 of 8  3 of 5,6 of 8  0 of 1,6 of 43  3 of 27,5 of 10  0 of 0,51 of 112  5 of 7,UFC Fight Night: Hunt vs. Oleinik
2657,Tyron Woodley Darren Till,47 of 67  0 of 6,7 of 9  0 of 0,3 of 3  0 of 0,7 of 19  0 of 6,5 of 6  0 of 0,45 of 54  0 of 0,UFC 228: Woodley vs. Till
2658,Jessica Andrade Karolina Kowalkiewicz,32 of 66  15 of 46,4 of 5  5 of 6,2 of 2  4 of 4,31 of 65  18 of 49,7 of 8  6 of 7,0 of 0  0 of 0,UFC 228: Woodley vs. Till
2659,Zabit Magomedsharipov Brandon Davis,26 of 40  8 of 37,4 of 4  7 of 15,8 of 9  12 of 17,25 of 37  24 of 66,5 of 7  3 of 3,8 of 9  0 of 0,UFC 228: Woodley vs. Till
2660,Jimmie Rivera John Dodson,25 of 79  21 of 95,16 of 21  15 of 17,21 of 25  5 of 5,60 of 121  34 of 109,2 of 4  7 of 8,0 of 0  0 of 0,UFC 228: Woodley vs. Till
2661,Abdul Razak Alhassan Niko Price,11 of 17  2 of 6,3 of 3  2 of 4,1 of 1  0 of 0,14 of 20  4 of 10,1 of 1  0 of 0,0 of 0  0 of 0,UFC 228: Woodley vs. Till
2662,Carla Esparza Tatiana Suarez,1 of 5  64 of 77,5 of 5  15 of 18,0 of 0  3 of 3,0 of 3  6 of 11,6 of 7  6 of 8,0 of 0  70 of 79,UFC 228: Woodley vs. Till
2663,Aljamain Sterling Cody Stamann,23 of 56  2 of 31,7 of 13  6 of 7,3 of 5  4 of 5,13 of 51  7 of 35,3 of 4  5 of 8,17 of 19  0 of 0,UFC 228: Woodley vs. Till
2664,Geoff Neal Frank Camacho,56 of 98  12 of 40,3 of 4  10 of 14,0 of 0  3 of 3,46 of 81  23 of 52,6 of 11  2 of 5,7 of 10  0 of 0,UFC 228: Woodley vs. Till
2665,Charles Byrd Darren Stewart,32 of 55  17 of 58,3 of 4  6 of 6,3 of 4  1 of 1,25 of 44  10 of 47,13 of 19  14 of 18,0 of 0  0 of 0,UFC 228: Woodley vs. Till
2666,Diego Sanchez Craig White,34 of 65  16 of 39,12 of 12  2 of 3,0 of 0  0 of 0,3 of 8  8 of 17,1 of 1  1 of 1,42 of 68  9 of 24,UFC 228: Woodley vs. Till
